ID,Actor_ID,Centrality
140,nm0002006,0.0014877410140442752
141,nm0881948,0.00017852892168531301
142,nm0005160,8.926446084265651e-05
143,nm0653959,8.926446084265651e-05
144,nm0000141,0.0012199476315163057
145,nm0000378,0.0013687217329207333
146,nm0005279,8.926446084265651e-05
147,nm0005162,0.0019043084979766722
148,nm0513281,0.00035705784337062603
149,nm0000511,0.0010414187098309927
150,nm0000641,0.0008628897881456796
151,nm0000725,0.0020530825993811
152,nm0001698,0.003719352535110688
153,nm0005554,8.926446084265651e-05
154,nm0056249,0.0011306831706736492
155,nm1304423,8.926446084265651e-05
156,nm0000969,0.0011604379909545346
157,nm0532461,0.00017852892168531301
158,nm0116599,8.926446084265651e-05
159,nm0471180,8.926446084265651e-05
160,nm0000244,0.002172101880504642
161,nm0001349,0.0005355867650559391
162,nm0000432,0.0007438705070221376
163,nm0000501,0.0027969531064032374
164,nm0000196,0.0005058319447750535
165,nm0000552,0.0015770054748869317
166,nm0000139,0.0018447988574149012
167,nm0001475,0.0009819090692692216
168,nm0001082,0.0017555343965722447
169,nm1123814,8.926446084265651e-05
170,nm0485011,8.926446084265651e-05
171,nm0171583,0.00017852892168531301
172,nm0435218,0.00038681266365151156
173,nm0596959,0.0009819090692692216
174,nm0908914,0.003064746488931207
175,nm0931080,8.926446084265651e-05
176,nm0000665,0.0009819090692692216
177,nm0000523,0.0008331349678647941
178,nm0942787,8.926446084265651e-05
179,nm0005569,0.0012794572720780766
180,nm1317822,8.926446084265651e-05
181,nm0816839,8.926446084265651e-05
182,nm0453548,8.926446084265651e-05
183,nm0004193,0.00502856462746965
184,nm0000134,0.003540823613425375
185,nm0000623,0.0008033801475839086
186,nm0005305,0.0016662699357295882
187,nm0004517,0.00035705784337062603
188,nm0000230,0.0015770054748869317
189,nm0661164,0.0015770054748869317
190,nm0001709,0.0011306831706736492
191,nm0000608,0.0018447988574149012
192,nm0940158,0.0013984765532016187
193,nm0715953,0.00017852892168531301
194,nm0682399,0.00017852892168531301
195,nm0461355,0.00035705784337062603
196,nm0000379,0.0020530825993811
197,nm0040472,0.0006248512258985956
198,nm0266631,0.00017852892168531301
199,nm0531095,0.0005355867650559391
200,nm0000242,0.003392049512020947
201,nm0000619,0.0026184241847179244
202,nm0003817,0.0013687217329207333
203,nm0330687,0.0019340633182575576
204,nm0000668,0.0017257795762913592
205,nm0001737,0.0004463223042132826
206,nm0001975,0.00017852892168531301
207,nm0320547,8.926446084265651e-05
208,nm0274371,0.00026779338252796953
209,nm0000947,0.0024994049035943823
210,nm0648846,8.926446084265651e-05
211,nm0000274,0.0026779338252796952
212,nm0000117,0.0015174958343251606
213,nm0001073,0.0007438705070221376
214,nm0507271,8.926446084265651e-05
215,nm0000569,0.0014877410140442752
216,nm0316079,0.002707688645560581
217,nm0105672,0.00035705784337062603
218,nm0593664,0.0031242561294929777
219,nm0369513,0.0013984765532016187
220,nm0004874,0.0014579861937633898
221,nm0202966,0.004225184479885741
222,nm0000652,0.0005355867650559391
223,nm0004906,0.0010414187098309927
224,nm0000677,0.0011306831706736492
225,nm0000291,0.0019043084979766722
226,nm0380231,8.926446084265651e-05
227,nm0553436,0.0004463223042132826
228,nm0575184,0.00026779338252796953
229,nm0836071,0.0010711735301118781
230,nm0001606,0.00026779338252796953
231,nm0942482,0.0015174958343251606
232,nm0220867,0.00017852892168531301
233,nm0000145,0.0007141156867412521
234,nm0000123,0.0020828374196619854
235,nm0001876,0.0011604379909545346
236,nm0000671,0.0025886693644370387
237,nm0000177,0.0014877410140442752
238,nm0000110,0.00119019281123542
239,nm0001609,0.0007438705070221376
240,nm0000800,0.003778862175672459
241,nm0562924,8.926446084265651e-05
242,nm0333318,8.926446084265651e-05
243,nm0245652,8.926446084265651e-05
244,nm0001618,0.002172101880504642
245,nm0000234,0.0029159723875267795
246,nm0001001,0.0018745536776957868
247,nm0000449,0.0015174958343251606
248,nm0890232,0.0006248512258985956
249,nm0728346,0.0011306831706736492
250,nm0001882,0.0010711735301118781
251,nm0000243,0.002023327779100214
252,nm0000160,0.003392049512020947
253,nm0001277,0.0010711735301118781
254,nm0000297,0.0016662699357295882
255,nm0001016,0.0018447988574149012
256,nm0540585,0.00017852892168531301
257,nm0000446,0.00038681266365151156
258,nm0195672,0.00020828374196619852
259,nm0497621,8.926446084265651e-05
260,nm0000514,0.007974291835277316
261,nm0846480,0.0004463223042132826
262,nm0368745,0.00026779338252796953
263,nm0000886,8.926446084265651e-05
264,nm0000473,0.0019638181385384433
265,nm0000176,0.0005355867650559391
266,nm0000443,0.00026779338252796953
267,nm0000190,0.002886217567245894
268,nm0000200,0.0014282313734825041
269,nm0000172,0.0022316115210664128
270,nm0000954,0.00017852892168531301
271,nm0000978,8.926446084265651e-05
272,nm0001038,0.0006248512258985956
273,nm0005547,8.926446084265651e-05
274,nm0000977,0.0010414187098309927
275,nm0000288,0.0024101404427517258
276,nm0857620,0.0007736253273030231
277,nm0524197,0.002172101880504642
278,nm0756083,0.0023208759819090693
279,nm0000729,0.0017555343965722447
280,nm0005561,0.0027969531064032374
281,nm0899681,0.0008033801475839086
282,nm0001390,0.000297548202808855
283,nm0588777,0.00026779338252796953
284,nm0018099,0.00035705784337062603
285,nm0025364,0.00017852892168531301
286,nm0138421,0.00017852892168531301
287,nm0000409,0.0019638181385384433
288,nm0354937,0.000297548202808855
289,nm0000483,0.0004463223042132826
290,nm0001600,0.0013092120923589622
291,nm0668271,0.0005355867650559391
292,nm0053887,8.926446084265651e-05
293,nm0000353,0.004403713401571054
294,nm0290556,0.0049095453463461084
295,nm0000126,0.0018745536776957868
296,nm0339304,0.0019638181385384433
297,nm0238057,8.926446084265651e-05
298,nm0177020,8.926446084265651e-05
299,nm0001401,0.0021125922399428706
300,nm0000685,0.0014282313734825041
301,nm0322513,0.0011604379909545346
302,nm0852965,0.0004463223042132826
303,nm0000649,0.0023208759819090693
304,nm0878911,8.926446084265651e-05
305,nm0157915,0.0009223994287074506
306,nm0000529,0.0005355867650559391
307,nm0000131,0.003362294691740062
308,nm0005013,0.00017852892168531301
309,nm0521974,8.926446084265651e-05
310,nm0085312,0.0020530825993811
311,nm0569226,0.0008033801475839086
312,nm0893204,0.0006546060461794811
313,nm0341055,0.00017852892168531301
314,nm0556985,8.926446084265651e-05
315,nm0000056,0.00017852892168531301
316,nm0000400,0.00017852892168531301
317,nm0000551,0.003064746488931207
318,nm0055794,8.926446084265651e-05
319,nm0004851,0.0021125922399428706
320,nm0001794,0.0015770054748869317
321,nm0129583,8.926446084265651e-05
322,nm0000558,0.00035705784337062603
323,nm0613147,0.0029754820280885504
324,nm0029502,0.0005355867650559391
325,nm0001235,0.0026184241847179244
326,nm0451321,0.0011604379909545346
327,nm0706787,0.0012794572720780766
328,nm0802103,8.926446084265651e-05
329,nm2528716,0.00017852892168531301
330,nm0003784,0.0014579861937633898
331,nm0702712,8.926446084265651e-05
332,nm0467632,8.926446084265651e-05
333,nm0943961,8.926446084265651e-05
334,nm0112915,0.00017852892168531301
335,nm0621008,0.00035705784337062603
336,nm0001397,0.00017852892168531301
337,nm0000798,0.0009819090692692216
338,nm0066664,0.00017852892168531301
339,nm0236952,0.00026779338252796953
340,nm0887708,0.00017852892168531301
341,nm0000218,0.0018447988574149012
342,nm0000576,0.001606760295167817
343,nm0000843,0.00026779338252796953
344,nm0289038,0.00035705784337062603
345,nm0440229,0.0010414187098309927
346,nm0159668,8.926446084265651e-05
347,nm0802217,8.926446084265651e-05
348,nm0835840,8.926446084265651e-05
349,nm0005172,0.00041656748393239704
350,nm0152638,8.926446084265651e-05
351,nm0834626,0.00017852892168531301
352,nm0000362,0.0017555343965722447
353,nm0002101,0.0019043084979766722
354,nm0429114,0.0010711735301118781
355,nm0724757,0.0005355867650559391
356,nm0313416,8.926446084265651e-05
357,nm0000635,8.926446084265651e-05
358,nm0197940,8.926446084265651e-05
359,nm0275913,0.0010414187098309927
360,nm0685221,8.926446084265651e-05
361,nm0005260,0.0009819090692692216
362,nm0000102,0.0018447988574149012
363,nm0000178,0.0015770054748869317
364,nm0000187,0.00017852892168531301
365,nm0000391,0.0013092120923589622
366,nm0000973,0.0012497024517971911
367,nm0001152,0.0009819090692692216
368,nm0816669,0.00035705784337062603
369,nm0333888,0.00017852892168531301
370,nm0005497,0.00026779338252796953
371,nm0002364,0.0016960247560104736
372,nm0103038,0.0014877410140442752
373,nm0829390,0.0006248512258985956
374,nm0305519,0.00026779338252796953
375,nm0000299,0.001993572958819329
376,nm0000701,0.002350630802189955
377,nm0004787,0.0008628897881456796
378,nm0000562,0.0008926446084265652
379,nm0000532,0.003540823613425375
380,nm0000650,0.00026779338252796953
381,nm0708873,0.00017852892168531301
382,nm0574308,8.926446084265651e-05
383,nm0528462,0.0004463223042132826
384,nm0778831,0.00038681266365151156
385,nm0564516,8.926446084265651e-05
386,nm0004692,0.000297548202808855
387,nm0000286,0.0031540109497738633
388,nm0005060,0.000297548202808855
389,nm0005105,0.00026779338252796953
390,nm0005562,0.003034991668650321
391,nm0532683,0.0007438705070221376
392,nm0925916,0.00041656748393239704
393,nm0011148,0.00017852892168531301
394,nm0120648,0.0004463223042132826
395,nm0004801,0.00035705784337062603
396,nm0000179,0.0022613663413472984
397,nm0000173,0.003362294691740062
398,nm0000250,0.0017852892168531303
399,nm0040586,0.00035705784337062603
400,nm1186560,8.926446084265651e-05
401,nm0086731,8.926446084265651e-05
402,nm1249664,8.926446084265651e-05
403,nm0906617,0.00017852892168531301
404,nm0000792,0.0029754820280885504
405,nm0911933,0.001606760295167817
406,nm0000240,0.0004463223042132826
407,nm0005568,0.0009819090692692216
408,nm0004911,0.00035705784337062603
409,nm0006610,0.0011604379909545346
410,nm0000648,0.0010414187098309927
411,nm0000661,0.0021125922399428706
412,nm0001999,0.0004463223042132826
413,nm0000271,0.0005355867650559391
414,nm0005154,0.0013984765532016187
415,nm0000195,0.0016662699357295882
416,nm0751638,0.0026481790049988096
417,nm0272224,8.926446084265651e-05
418,nm0001560,0.00017852892168531301
419,nm0905357,0.00041656748393239704
420,nm0931404,0.0014282313734825041
421,nm0001267,0.0005355867650559391
422,nm0431332,0.00017852892168531301
423,nm0129071,8.926446084265651e-05
424,nm0111274,0.0007438705070221376
425,nm0000352,0.002172101880504642
426,nm0000656,0.00026779338252796953
427,nm0005467,0.00017852892168531301
428,nm0000413,0.0018745536776957868
429,nm0001611,0.00017852892168531301
430,nm0001130,8.926446084265651e-05
431,nm0942147,8.926446084265651e-05
432,nm0765597,0.0027671982861223517
433,nm0050337,0.00017852892168531301
434,nm0523186,0.00017852892168531301
435,nm0000308,0.0012497024517971911
436,nm0107281,0.00017852892168531301
437,nm0788947,8.926446084265651e-05
438,nm0768217,8.926446084265651e-05
439,nm0000213,0.0014579861937633898
440,nm0001035,0.0005355867650559391
441,nm0944077,0.0004463223042132826
442,nm0001311,0.0004463223042132826
443,nm0350079,0.001606760295167817
444,nm0001505,0.0015770054748869317
445,nm0001075,0.0022911211616281836
446,nm0001689,0.00035705784337062603
447,nm0000155,0.0012497024517971911
448,nm0611932,0.0014877410140442752
449,nm0226820,0.0011604379909545346
450,nm0048379,0.00026779338252796953
451,nm0005203,0.0006248512258985956
452,nm0000330,0.0005355867650559391
453,nm0001714,0.0012199476315163057
454,nm0000193,0.0012199476315163057
455,nm0258250,8.926446084265651e-05
456,nm0196718,8.926446084265651e-05
457,nm1124035,8.926446084265651e-05
458,nm0599715,8.926446084265651e-05
459,nm0657760,0.0004463223042132826
460,nm0641437,8.926446084265651e-05
461,nm0001602,0.002886217567245894
462,nm0001426,0.00383837181623423
463,nm0918135,8.926446084265651e-05
464,nm0297229,8.926446084265651e-05
465,nm0000148,0.0014282313734825041
466,nm0000201,0.0013687217329207333
467,nm0870007,0.00035705784337062603
468,nm0001584,0.0009819090692692216
469,nm0001454,0.0012794572720780766
470,nm0000491,0.0031540109497738633
471,nm0000444,0.0006248512258985956
472,nm0000675,0.0007141156867412521
473,nm0001629,0.0017555343965722447
474,nm0000158,0.002558914544156153
475,nm0000166,0.0013389669126398476
476,nm0584052,8.926446084265651e-05
477,nm0925096,8.926446084265651e-05
478,nm0000114,0.0019340633182575576
479,nm0000301,0.0012497024517971911
480,nm0424060,0.0027671982861223517
481,nm0000605,0.0006248512258985956
482,nm0001853,0.00026779338252796953
483,nm0000560,0.0019043084979766722
484,nm0001447,0.0004463223042132826
485,nm0001435,0.0011604379909545346
486,nm0000527,8.926446084265651e-05
487,nm0000554,0.0024398952630326114
488,nm0000495,0.0008033801475839086
489,nm0005273,0.0017257795762913592
490,nm0915989,0.0016960247560104736
491,nm0000092,0.001011663889550107
492,nm0491136,0.00017852892168531301
493,nm0588096,8.926446084265651e-05
494,nm0864997,0.0015174958343251606
495,nm1979918,8.926446084265651e-05
496,nm0452199,8.926446084265651e-05
497,nm0006669,0.001993572958819329
498,nm0723590,8.926446084265651e-05
499,nm0305182,8.926446084265651e-05
500,nm0769444,8.926446084265651e-05
501,nm0136286,8.926446084265651e-05
502,nm0276062,0.00017852892168531301
503,nm0001729,0.0011306831706736492
504,nm0000838,0.003183765770054749
505,nm0919117,0.00026779338252796953
506,nm0842770,0.0026779338252796952
507,nm0948679,8.926446084265651e-05
508,nm0665265,8.926446084265651e-05
509,nm0000107,0.0012794572720780766
510,nm0001722,0.0011604379909545346
511,nm0171052,8.926446084265651e-05
512,nm0000369,0.0014282313734825041
513,nm0001523,0.0009819090692692216
514,nm0000367,0.0018150440371340157
515,nm0000223,0.0013389669126398476
516,nm0000982,0.0018745536776957868
517,nm0225332,0.00035705784337062603
518,nm0000255,0.002826707926684123
519,nm0000151,0.0033027850511782907
520,nm1172817,8.926446084265651e-05
521,nm0090309,8.926446084265651e-05
522,nm0005048,0.003005236848369436
523,nm0000899,0.0007141156867412521
524,nm0000699,0.00026779338252796953
525,nm0005321,0.00026779338252796953
526,nm0048414,0.0009819090692692216
527,nm0005246,0.0005355867650559391
528,nm0338614,0.00026779338252796953
529,nm0000319,0.0010711735301118781
530,nm0341347,8.926446084265651e-05
531,nm0233027,0.0010711735301118781
532,nm0035061,8.926446084265651e-05
533,nm0837051,8.926446084265651e-05
534,nm0000571,0.0009819090692692216
535,nm0133899,0.0004463223042132826
536,nm0766046,0.00017852892168531301
537,nm0244707,0.00023803856224708403
538,nm0441236,8.926446084265651e-05
539,nm0001467,0.0008033801475839086
540,nm0350453,0.0025886693644370387
541,nm0004757,0.0019638181385384433
542,nm0000775,0.0013389669126398476
543,nm0493699,8.926446084265651e-05
544,nm0000628,0.0013984765532016187
545,nm0953262,8.926446084265651e-05
546,nm0005188,0.0023208759819090693
547,nm0000198,0.002707688645560581
548,nm0000621,0.0012794572720780766
549,nm0249378,8.926446084265651e-05
550,nm0001472,0.0009521542489883361
551,nm0004691,0.00017852892168531301
552,nm0913460,0.0013389669126398476
553,nm0000093,0.0024101404427517258
554,nm0001212,0.001606760295167817
555,nm0004879,0.0015174958343251606
556,nm0000427,0.0007141156867412521
557,nm0694066,0.004046655558200428
558,nm0000368,0.0020530825993811
559,nm0002663,0.001011663889550107
560,nm0000593,0.00059509640561771
561,nm0000403,0.00035705784337062603
562,nm0001806,0.0017852892168531303
563,nm0441592,0.0015174958343251606
564,nm0015358,8.926446084265651e-05
565,nm0003919,8.926446084265651e-05
566,nm1018163,8.926446084265651e-05
567,nm0000342,0.0013687217329207333
568,nm0836070,8.926446084265651e-05
569,nm0076718,0.00017852892168531301
570,nm0949350,0.0018745536776957868
571,nm0317570,8.926446084265651e-05
572,nm1011760,8.926446084265651e-05
573,nm0649330,8.926446084265651e-05
574,nm0730099,0.00017852892168531301
575,nm0940784,8.926446084265651e-05
576,nm0077753,8.926446084265651e-05
577,nm0000662,0.0016662699357295882
578,nm0000579,0.003778862175672459
579,nm0427964,0.0011009283503927636
580,nm0001641,0.00035705784337062603
581,nm0014582,0.0012199476315163057
582,nm0834925,8.926446084265651e-05
583,nm0001557,0.0013984765532016187
584,nm0000249,0.0009819090692692216
585,nm0001272,0.0004463223042132826
586,nm0001745,0.0016960247560104736
587,nm0372176,0.0015770054748869317
588,nm1530889,8.926446084265651e-05
589,nm0001648,0.0016365151154487027
590,nm0001951,8.926446084265651e-05
591,nm0000366,8.926446084265651e-05
592,nm0001556,0.0016960247560104736
593,nm0001780,0.001993572958819329
594,nm1035682,0.0012199476315163057
595,nm0117146,0.0005355867650559391
596,nm1287636,8.926446084265651e-05
597,nm0451148,0.00119019281123542
598,nm0944834,0.00026779338252796953
599,nm0961737,0.0004463223042132826
600,nm0791226,8.926446084265651e-05
601,nm0911725,0.00017852892168531301
602,nm0591703,0.00026779338252796953
603,nm0001652,0.0005058319447750535
604,nm0000120,0.0014282313734825041
605,nm0597410,0.00017852892168531301
606,nm3679189,8.926446084265651e-05
607,nm0001787,0.0010711735301118781
608,nm0000678,0.0006248512258985956
609,nm0000732,0.001011663889550107
610,nm0001550,0.00035705784337062603
611,nm0621992,8.926446084265651e-05
612,nm0268199,0.003421804332301833
613,nm0205127,0.0008033801475839086
614,nm0004286,0.0019340633182575576
615,nm0347509,0.0005355867650559391
616,nm0000553,0.0032730302308974055
617,nm0000113,0.0021423470602237563
618,nm0001624,0.0012497024517971911
619,nm0959242,0.00041656748393239704
620,nm0001492,0.0007141156867412521
621,nm0001731,0.00119019281123542
622,nm0001774,0.0017257795762913592
623,nm0001570,0.0017555343965722447
624,nm0001184,0.0004463223042132826
625,nm0001674,0.0012794572720780766
626,nm0001427,0.0024398952630326114
627,nm0005517,0.0018150440371340157
628,nm0003244,0.0004463223042132826
629,nm0001796,8.926446084265651e-05
630,nm0566572,0.00035705784337062603
631,nm0001367,0.004254939300166627
632,nm0000397,0.0014877410140442752
633,nm0000128,0.0022911211616281836
634,nm0001567,0.001606760295167817
635,nm0001657,8.926446084265651e-05
636,nm0001804,0.002826707926684123
637,nm0204706,0.00119019281123542
638,nm0405103,0.00035705784337062603
639,nm0001718,0.0013092120923589622
640,nm0001555,0.00035705784337062603
641,nm0005375,0.00026779338252796953
642,nm0001546,8.926446084265651e-05
643,nm0000429,0.00038681266365151156
644,nm0001151,0.0027374434658414665
645,nm0001860,0.0011604379909545346
646,nm0004978,0.0012497024517971911
647,nm0000285,0.002529159723875268
648,nm0001840,8.926446084265651e-05
649,nm0001605,0.0012497024517971911
650,nm0887144,0.00017852892168531301
651,nm0009017,8.926446084265651e-05
652,nm0053474,8.926446084265651e-05
653,nm0000152,0.0019340633182575576
654,nm0001439,0.0016662699357295882
655,nm0267506,0.0020828374196619854
656,nm0009016,0.0010711735301118781
657,nm0005541,0.0013092120923589622
658,nm0001182,0.0004463223042132826
659,nm0005261,0.0014877410140442752
660,nm0001542,0.0009223994287074506
661,nm0000616,0.01719828612235182
662,nm0000615,0.0005355867650559391
663,nm0005035,0.0005058319447750535
664,nm0539679,8.926446084265651e-05
665,nm0199939,0.0015472506546060462
666,nm0635869,0.00017852892168531301
667,nm0593841,8.926446084265651e-05
668,nm0722636,0.0022613663413472984
669,nm0005342,0.0014282313734825041
670,nm0005028,0.0021125922399428706
671,nm0256263,8.926446084265651e-05
672,nm0000502,0.002172101880504642
673,nm0287702,0.00017852892168531301
674,nm0701030,8.926446084265651e-05
675,nm0907708,0.00026779338252796953
676,nm0000401,0.0017257795762913592
677,nm0002138,0.00017852892168531301
678,nm0151033,8.926446084265651e-05
679,nm0001541,0.00035705784337062603
680,nm0578853,0.0014579861937633898
681,nm0528539,0.00017852892168531301
682,nm0569790,8.926446084265651e-05
683,nm0002117,0.00026779338252796953
684,nm0000470,0.00017852892168531301
685,nm0001057,0.003183765770054749
686,nm0185819,0.0021423470602237563
687,nm0001020,8.926446084265651e-05
688,nm0867017,8.926446084265651e-05
689,nm0005269,0.0013092120923589622
690,nm0004910,0.00023803856224708403
691,nm0364583,0.002172101880504642
692,nm0444629,8.926446084265651e-05
693,nm0331054,8.926446084265651e-05
694,nm0138388,0.00026779338252796953
695,nm0000604,0.001993572958819329
696,nm0429240,8.926446084265651e-05
697,nm0001025,0.0019638181385384433
698,nm0001419,0.00023803856224708403
699,nm0267232,8.926446084265651e-05
700,nm0040015,0.0012199476315163057
701,nm0000539,0.0007141156867412521
702,nm0906031,0.00026779338252796953
703,nm0048932,0.0006843608664603666
704,nm0295484,0.0011604379909545346
705,nm0001763,0.002172101880504642
706,nm0168262,0.0004463223042132826
707,nm0108287,0.0011009283503927636
708,nm0001172,0.0006248512258985956
709,nm0001100,0.0013687217329207333
710,nm0000163,0.0013389669126398476
711,nm0000215,0.0029754820280885504
712,nm0006952,0.00017852892168531301
713,nm0261170,0.0007141156867412521
714,nm0602941,0.0016960247560104736
715,nm0002332,0.0021423470602237563
716,nm0205657,0.0004463223042132826
717,nm0039435,8.926446084265651e-05
718,nm0948267,0.0005355867650559391
719,nm0000681,0.0022316115210664128
720,nm0122653,0.00119019281123542
721,nm0001288,0.0018447988574149012
722,nm0000984,8.926446084265651e-05
723,nm0824150,8.926446084265651e-05
724,nm0786085,8.926446084265651e-05
725,nm0195844,0.0014877410140442752
726,nm0876958,0.00026779338252796953
727,nm0331319,0.00023803856224708403
728,nm0485548,8.926446084265651e-05
729,nm0698998,0.001011663889550107
730,nm0000276,0.0027374434658414665
731,nm0132257,0.00020828374196619852
732,nm0005078,0.0013984765532016187
733,nm0877888,8.926446084265651e-05
734,nm0001530,0.0017852892168531303
735,nm0005010,0.0011306831706736492
736,nm0000871,0.0013092120923589622
737,nm0001642,0.0010711735301118781
738,nm0206257,0.002886217567245894
739,nm0000323,0.00238038562247084
740,nm0000995,0.0016960247560104736
741,nm0000124,0.0017257795762913592
742,nm0001099,0.0016960247560104736
743,nm0696193,0.0001487741014044275
744,nm0017020,0.00038681266365151156
745,nm0202795,0.000297548202808855
746,nm0001368,0.0006248512258985956
747,nm0000739,0.00026779338252796953
748,nm0712675,0.00023803856224708403
749,nm0788009,0.00017852892168531301
750,nm0000906,0.0017555343965722447
751,nm0001487,0.00026779338252796953
752,nm0000846,8.926446084265651e-05
753,nm0283492,8.926446084265651e-05
754,nm0000125,0.00017852892168531301
755,nm0114532,0.0008331349678647941
756,nm0000719,0.0008331349678647941
757,nm0001593,0.0011604379909545346
758,nm0608090,0.0017555343965722447
759,nm0001884,0.0004463223042132826
760,nm0001383,0.0004463223042132826
761,nm0005275,8.926446084265651e-05
762,nm0000507,0.0004463223042132826
763,nm0108295,0.00032730302308974055
764,nm0480465,0.0009819090692692216
765,nm0000216,0.0010711735301118781
766,nm0518085,0.0012497024517971911
767,nm0000132,0.0010711735301118781
768,nm0000140,0.0016960247560104736
769,nm0001125,0.0013687217329207333
770,nm0889846,0.0004463223042132826
771,nm0297578,0.0006248512258985956
