ID,Actor_ID,Actor_Name,distance
0,nm1165110,,0.0
1,nm0000129,,0.02688463061355484
2,nm0147147,,0.04459907371977079
3,nm0829032,,0.045203363012771614
4,nm5899377,,0.04878254078965649
5,nm1679372,,0.051694237969527324
6,nm0003244,,0.053414613481432394
7,nm0636280,,0.05652570932413603
8,nm0607884,,0.05652570932413603
9,nm2018237,,0.05800371753039013
